Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"DRIN5",,"Dryopteris intermedia (Muhl. ex Willd.) A. Gray",intermediate woodfern
"DRMA4",,"Dryopteris marginalis (L.) A. Gray",marginal woodfern
"DUIN2",,"Duchesnea indica (Andrews) Teschem.",Indian strawberry
"DUAR3",,"Dulichium arundinaceum (L.) Britton",three-way sedge
"DUARA",,"Dulichium arundinaceum (L.) Britton var. arundinaceum ",three-way sedge
"DUFI",,"Dupontia fisheri R. Br.",Fisher's tundragrass
"DYAM",,"Dysphania ambrosioides (L.) Mosyakin & Clemants",Mexican tea
"DYBO",,"Dysphania botrys (L.) Mosyakin & Clemants",Jerusalem oak goosefoot
"DYPU",,"Dysphania pumilio (R. Br.) Mosyakin & Clemants",clammy goosefoot
"DYPA",,"Dyssodia papposa (Vent.) Hitchc.",fetid marigold
"ECPA",,"Echinacea pallida (Nutt.) Nutt.",pale purple coneflower
"ECPU",,"Echinacea purpurea (L.) Moench",eastern purple coneflower
"ECCR",,"Echinochloa crus-galli (L.) P. Beauv.",barnyardgrass
"ECFR",,"Echinochloa frumentacea Link",billion-dollar grass
"ECMU2",,"Echinochloa muricata (P. Beauv.) Fernald",rough barnyardgrass
"ECMUM",,"Echinochloa muricata (P. Beauv.) Fernald var. microstachya Wiegand",rough barnyardgrass
"ECMUM2",,"Echinochloa muricata (P. Beauv.) Fernald var. muricata ",rough barnyardgrass
"ECWA",,"Echinochloa walteri (Pursh) A. Heller",coast cockspur grass
"ECLO",,"Echinocystis lobata (Michx.) Torr. & A. Gray",wild cucumber
"ECEX",,"Echinops exaltatus Schrad.",tall globethistle
"ECSP",,"Echinops sphaerocephalus L.",great globethistle
"ECPL",,"Echium plantagineum L.",salvation jane
"ECVU",,"Echium vulgare L.",common viper's bugloss
"ECPR",,"Eclipta prostrata (L.) L.",false daisy
"EICR",,"Eichhornia crassipes (Mart.) Solms",common water hyacinth
"ELAN",,"Elaeagnus angustifolia L.",Russian olive
"ELCO",,"Elaeagnus commutata Bernh. ex Rydb.",silverberry
"ELUM",,"Elaeagnus umbellata Thunb.",autumn olive
"ELMI",,"Elatine minima (Nutt.) Fisch. & C.A. Mey.",small waterwort
"ELTR",,"Elatine triandra Schkuhr",threestamen waterwort
"ELAC",,"Eleocharis acicularis (L.) Roem. & Schult.",needle spikerush
"ELACA",,"Eleocharis acicularis (L.) Roem. & Schult. var. acicularis ",needle spikerush
"ELCO2",,"Eleocharis compressa Sull.",flatstem spikerush
"ELCOC2",,"Eleocharis compressa Sull. var. compressa ",flatstem spikerush
"ELDI2",,"Eleocharis diandra C. Wright",Wright's spikerush
"ELEL4",,"Eleocharis elliptica Kunth",elliptic spikerush
"ELEN",,"Eleocharis engelmannii Steud.",Engelmann's spikerush
"ELEQ",,"Eleocharis equisetoides (Elliott) Torr.",jointed spikesedge
"ELER",,"Eleocharis erythropoda Steud.",bald spikerush
"ELGE",,"Eleocharis geniculata (L.) Roem. & Schult.",Canada spikesedge
"ELIN",,"Eleocharis intermedia Schult.",matted spikerush
"ELKA",,"Eleocharis kamtschatica (C.A. Mey.) Kom.",Kamchatka spikerush
"ELMA5",,"Eleocharis macrostachya Britton",pale spikerush
"ELMA15",,"Eleocharis mamillata (Lindb. f.) Lindb. f.",soft-stem spikerush
"ELNI",,"Eleocharis nitida Fernald",quill spikerush
"ELOB2",,"Eleocharis obtusa (Willd.) Schult.",blunt spikerush
"ELOL",,"Eleocharis olivacea Torr.",bright green spikerush
"ELOLO",,"Eleocharis olivacea Torr. var. olivacea ",bright green spikerush
"ELOV",,"Eleocharis ovata (Roth) Roem. & Schult.",ovate spikerush
"ELPA3",,"Eleocharis palustris (L.) Roem. & Schult.",common spikerush
"ELPAP",,"Eleocharis palustris (L.) Roem. & Schult. var. palustris ",common spikerush
"ELPA5",,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer",dwarf spikerush
"ELQU",,"Eleocharis quadrangulata (Michx.) Roem. & Schult.",squarestem spikerush
"ELQU2",,"Eleocharis quinqueflora (Hartmann) O. Schwarz",fewflower spikerush
"ELRO",,"Eleocharis robbinsii Oakes",Robbins' spikerush
"ELRO2",,"Eleocharis rostellata (Torr.) Torr.",beaked spikerush
"ELUN",,"Eleocharis uniglumis (Link) Schult.",onescale spikerush
"ELIN3",,"Eleusine indica (L.) Gaertn.",Indian goosegrass
"ELPE6",,"Eleutherococcus pentaphyllus (Siebold & Zucc.) Nakai",ginseng
"ELNY",,"Ellisia nyctelea (L.) L.",Aunt Lucy
"ELCA7",,"Elodea canadensis Michx.",Canadian waterweed
"ELNU2",,"Elodea nuttallii (Planch.) H. St. John",western waterweed
"ELCI",,"Elsholtzia ciliata (Thunb.) Hyl.",crested latesummer mint
"ELEB",,"Elymus ×ebingeri G. Tucker [hystrix × virginicus]",wildrye
"ELMA4",,"Elymus ×maltei Bowden [canadensis × virginicus]",wildrye
"ELPS",,"Elymus ×pseudorepens (Scribn. & J.G. Sm.) Barkworth & D.R. Dewey [lanceolatus × trachycaulus]",
"ELAL5",,"Elymus alaskanus (Scribn. & Merr.) Á. Löve",Alaskan wheatgrass
"ELALL",,"Elymus alaskanus (Scribn. & Merr.) Á. Löve ssp. latiglumis (Scribn. & J.G. Sm.) Á. Löve",Alaskan wheatgrass
"ELAL7",,"Elymus albicans (Scribn. & J.G. Sm.) Á. Löve",Montana wheatgrass
"ELCA4",,"Elymus canadensis L.",Canada wildrye
"ELDI3",,"Elymus diversiglumis Scribn. & C.R. Ball",diverseglume wildrye
"ELGL",,"Elymus glaucus Buckley",blue wildrye
"ELGLG",,"Elymus glaucus Buckley ssp. glaucus ",blue wildrye
"ELHY",,"Elymus hystrix L.",eastern bottlebrush grass
"ELHYH",,"Elymus hystrix L. var. hystrix ",eastern bottlebrush grass
"ELLA3",,"Elymus lanceolatus (Scribn. & J.G. Sm.) Gould",thickspike wheatgrass
"ELLAL",,"Elymus lanceolatus (Scribn. & J.G. Sm.) Gould ssp. lanceolatus ",thickspike wheatgrass
"ELLAP",,"Elymus lanceolatus (Scribn. & J.G. Sm.) Gould ssp. psammophilus (J.M. Gillett & H. Senn) Á. Löve",Great Lakes wheatgrass
"ELMA",,"Elymus macgregorii R. Brooks & J.J.N. Campb.",early wildrye
"ELRE4",,"Elymus repens (L.) Gould",quackgrass
"ELRI",,"Elymus riparius Wiegand",riverbank wildrye
"ELSU",,"Elymus submuticus (Hook.) Smyth & Smyth",Virginia wildrye
"ELTR7",,"Elymus trachycaulus (Link) Gould ex Shinners",slender wheatgrass
"ELTRT",,"Elymus trachycaulus (Link) Gould ex Shinners ssp. trachycaulus ",slender wheatgrass
"ELVI",,"Elymus villosus Muhl. ex Willd.",hairy wildrye
"ELVI3",,"Elymus virginicus L.",Virginia wildrye
"ELVIV",,"Elymus virginicus L. var. virginicus ",Virginia wildrye
"ELWI",,"Elymus wiegandii Fernald",Wiegand's wildrye
"EMNI",,"Empetrum nigrum L.",black crowberry
"EMNIH",,"Empetrum nigrum L. ssp. hermaphroditum (Lange ex Hagerup) Böcher",black crowberry
"ENDI",,"Endolepis dioica (Nutt.) Standl.",Suckley's endolepis
"ENBI",,"Enemion biternatum Raf.",eastern false rue anemone
"EPVI2",,"Epifagus virginiana (L.) W.P.C. Barton",beechdrops
"EPRE2",,"Epigaea repens L.",trailing arbutus
"EPBR3",,"Epilobium brachycarpum C. Presl",tall annual willowherb
"EPCI",,"Epilobium ciliatum Raf.",fringed willowherb
"EPCIC",,"Epilobium ciliatum Raf. ssp. ciliatum ",fringed willowherb
"EPCIG",,"Epilobium ciliatum Raf. ssp. glandulosum (Lehm.) Hoch & P.H. Raven",fringed willowherb
"EPCIW",,"Epilobium ciliatum Raf. ssp. watsonii (Barbey) Hoch & P.H. Raven",fringed willowherb
"EPCO",,"Epilobium coloratum Biehler",purpleleaf willowherb
"EPDA",,"Epilobium davuricum Fisch. ex Hornem.",Dahurian willowherb
"EPHI",,"Epilobium hirsutum L.",codlins and cream
"EPHO",,"Epilobium hornemannii Rchb.",Hornemann's willowherb
"EPHOH",,"Epilobium hornemannii Rchb. ssp. hornemannii ",Hornemann's willowherb
"EPLE2",,"Epilobium leptophyllum Raf.",bog willowherb
"EPPA",,"Epilobium palustre L.",marsh willowherb
"EPPA5",,"Epilobium parviflorum Schreb.",smallflower hairy willowherb
"EPST",,"Epilobium strictum Muhl. ex Spreng.",downy willowherb
"EPHE",,"Epipactis helleborine (L.) Crantz",broadleaf helleborine
"EQFE",,"Equisetum ×ferrissii Clute (pro sp.) [hyemale × laevigatum]",
"EQLI",,"Equisetum ×litorale Kühlewein ex Rupr. (pro sp.) [arvense × fluviatile]",horsetail
"EQMA",,"Equisetum ×mackaii (Newm.) Brichan [hyemale × variegatum]",horsetail
"EQNE",,"Equisetum ×nelsonii (A.A. Eaton) Schaffn. (pro sp.) [laevigatum × variegatum]",horsetail
"EQAR",,"Equisetum arvense L.",field horsetail
"EQFL",,"Equisetum fluviatile L.",water horsetail
"EQHY",,"Equisetum hyemale L.",scouringrush horsetail
"EQHYA",,"Equisetum hyemale L. var. affine (Engelm.) A.A. Eaton",scouringrush horsetail
"EQLA",,"Equisetum laevigatum A. Braun",smooth horsetail
"EQPA",,"Equisetum palustre L.",marsh horsetail
"EQPR",,"Equisetum pratense Ehrh.",meadow horsetail
"EQSC",,"Equisetum scirpoides Michx.",dwarf scouringrush
"EQSY",,"Equisetum sylvaticum L.",woodland horsetail
"EQVA",,"Equisetum variegatum Schleich. ex F. Weber & D. Mohr",variegated scouringrush
"EQVAV",,"Equisetum variegatum Schleich. ex F. Weber & D. Mohr var. variegatum ",variegated scouringrush
"ERCA",,"Eragrostis capillaris (L.) Nees",lace grass
"ERCI",,"Eragrostis cilianensis (All.) Vign. ex Janchen",stinkgrass
"ERFR",,"Eragrostis frankii C.A. Mey. ex Steud.",sandbar lovegrass
"ERHY",,"Eragrostis hypnoides (Lam.) Britton, Sterns & Poggenb.",teal lovegrass
"ERME",,"Eragrostis mexicana (Hornem.) Link",Mexican lovegrass
"ERMEM",,"Eragrostis mexicana (Hornem.) Link ssp. mexicana ",Mexican lovegrass
"ERMEV",,"Eragrostis mexicana (Hornem.) Link ssp. virescens (J. Presl) S.D. Koch & Sánchez Vega",Mexican lovegrass
"ERMI5",,"Eragrostis minor Host",little lovegrass
"ERPE",,"Eragrostis pectinacea (Michx.) Nees ex Steud.",tufted lovegrass
"ERPEM",,"Eragrostis pectinacea (Michx.) Nees ex Steud. var. miserrima (Fourn.) J. Reeder",desert lovegrass
"ERPEP2",,"Eragrostis pectinacea (Michx.) Nees ex Steud. var. pectinacea ",tufted lovegrass
"ERPI2",,"Eragrostis pilosa (L.) P. Beauv.",Indian lovegrass
"ERSP",,"Eragrostis spectabilis (Pursh) Steud.",purple lovegrass
"ERHY4",,"Eranthis hyemalis (L.) Salisb.",winter aconite
"ERHI12",,"Erechtites hieraciifolius (L.) Raf. ex DC.",American burnweed
"ERHIH2",,"Erechtites hieraciifolius (L.) Raf. ex DC. var. hieraciifolius ",American burnweed
"ERBU",,"Erigenia bulbosa (Michx.) Nutt.",harbinger of spring
"ERAC2",,"Erigeron acris L.",bitter fleabane
"ERACK3",,"Erigeron acris L. ssp. kamtschaticus (DC.) H. Hara",bitter fleabane
"ERAN",,"Erigeron annuus (L.) Pers.",eastern daisy fleabane
"EREL10",,"Erigeron elatus (Hook.) Greene",swamp boreal-daisy
"ERGL2",,"Erigeron glabellus Nutt.",streamside fleabane
"ERGLP",,"Erigeron glabellus Nutt. var. pubescens Hook.",streamside fleabane
"ERHU",,"Erigeron humilis Graham",arctic alpine fleabane
"ERHY5",,"Erigeron hyssopifolius Michx.",hyssopleaf fleabane
"ERHYH2",,"Erigeron hyssopifolius Michx. var. hyssopifolius ",hyssopleaf fleabane
"ERLO",,"Erigeron lonchophyllus Hook.",shortray fleabane
"ERPH",,"Erigeron philadelphicus L.",Philadelphia fleabane
"ERPHP",,"Erigeron philadelphicus L. var. philadelphicus ",Philadelphia fleabane
"ERPHP2",,"Erigeron philadelphicus L. var. provancheri (Victorin & Rouss.) B. Boivin",Philadelphia fleabane
"ERPU",,"Erigeron pulchellus Michx.",robin's plantain
"ERPUP",,"Erigeron pulchellus Michx. var. pulchellus ",robin's plantain
"ERST3",,"Erigeron strigosus Muhl. ex Willd.",prairie fleabane
"ERSTS",,"Erigeron strigosus Muhl. ex Willd. var. septentrionalis (Fernald & Wiegand) Fernald",prairie fleabane
"ERSTS2",,"Erigeron strigosus Muhl. ex Willd. var. strigosus ",prairie fleabane
"ERUN4",,"Erigeron uniflorus L.",oneflower fleabane
"ERUNE",,"Erigeron uniflorus L. ssp. eriocephalus (J. Vahl) Cronquist",oneflower fleabane
"ERAQ2",,"Eriocaulon aquaticum (Hill) Druce",sevenangle pipewort
"ERCO8",,"Eriochloa contracta Hitchc.",prairie cupgrass
"ERPO7",,"Eriophorum ×porsildii Raymond [chamissonis × vaginatum]",cottongrass
"ERPY3",,"Eriophorum ×pylaieanum Raymond [russeolum × vaginatum]",cottongrass
"ERAN6",,"Eriophorum angustifolium Honck.",tall cottongrass
"ERANA3",,"Eriophorum angustifolium Honck. ssp. angustifolium ",tall cottongrass
"ERANT",,"Eriophorum angustifolium Honck. ssp. triste (Th. Fr.) Hultén",tall cottongrass
"ERBR6",,"Eriophorum brachyantherum Trautv. & C.A. Mey.",northland cottonsedge
"ERBRB6",,"Eriophorum brachyantherum Trautv. & C.A. Mey. var. brachyantherum ",northland cottonsedge
"ERCA13",,"Eriophorum callitrix Cham. ex C.A. Mey.",arctic cottongrass
"ERCAC2",,"Eriophorum callitrix Cham. ex C.A. Mey. var. callitrix ",arctic cottongrass
"ERGR8",,"Eriophorum gracile W.D.J. Koch",slender cottongrass
"ERGRG2",,"Eriophorum gracile W.D.J. Koch var. gracile ",slender cottongrass
"ERRU2",,"Eriophorum russeolum Fr. ex Hartm.",red cottongrass
"ERRUM",,"Eriophorum russeolum Fr. ex Hartm. var. majus Sommier",red cottongrass
"ERRUR2",,"Eriophorum russeolum Fr. ex Hartm. var. russeolum ",red cottongrass
"ERSC2",,"Eriophorum scheuchzeri Hoppe",white cottongrass
"ERTE12",,"Eriophorum tenellum Nutt.",fewnerved cottongrass
"ERVA4",,"Eriophorum vaginatum L.",tussock cottongrass
"ERVAS",,"Eriophorum vaginatum L. var. spissum (Fernald) B. Boivin",tussock cottongrass
"ERVI8",,"Eriophorum virginicum L.",tawny cottongrass
"ERVI9",,"Eriophorum viridicarinatum (Engelm.) Fernald",thinleaf cottonsedge
"ERCI6",,"Erodium cicutarium (L.) L'Hér. ex Aiton",redstem stork's bill
"ERCIC",,"Erodium cicutarium (L.) L'Hér. ex Aiton ssp. cicutarium ",redstem stork's bill
"ERMO7",,"Erodium moschatum (L.) L'Hér. ex Aiton",musky stork's bill
"ERMOM",,"Erodium moschatum (L.) L'Hér. ex Aiton var. moschatum ",musky stork's bill
"ERVE5",,"Eruca vesicaria (L.) Cav.",rocketsalad
"ERVES",,"Eruca vesicaria (L.) Cav. ssp. sativa (Mill.) Thell.",rocketsalad
"ERGA",,"Erucastrum gallicum (Willd.) O.E. Schulz",common dogmustard
"ERAQ",,"Eryngium aquaticum L.",rattlesnakemaster
"ERAQA",,"Eryngium aquaticum L. var. aquaticum ",rattlesnakemaster
"ERMA7",,"Eryngium maritimum L.",seaside eryngo
"ERPL5",,"Eryngium planum L.",plains eryngo
"ERAS2",,"Erysimum asperum (Nutt.) DC.",western wallflower
"ERCH9",,"Erysimum cheiranthoides L.",wormseed wallflower
"ERHI8",,"Erysimum hieraciifolium L.",European wallflower
"ERIN7",,"Erysimum inconspicuum (S. Watson) MacMill.",shy wallflower
"ERINI6",,"Erysimum inconspicuum (S. Watson) MacMill. var. inconspicuum ",shy wallflower
"ERRE4",,"Erysimum repandum L.",spreading wallflower
"ERAL9",,"Erythronium albidum Nutt.",white fawnlily
"ERAM5",,"Erythronium americanum Ker Gawl.",dogtooth violet
"ERAMA2",,"Erythronium americanum Ker Gawl. ssp. americanum ",dogtooth violet
"ESCA2",,"Eschscholzia californica Cham.",California poppy
"ESCAC",,"Eschscholzia californica Cham. ssp. californica ",California poppy
"EUAL13",,"Euonymus alatus (Thunb.) Siebold",burningbush
"EUALA2",,"Euonymus alatus (Thunb.) Siebold var. alatus ",burningbush
"EUAT5",,"Euonymus atropurpureus Jacq.",burningbush
"EUATA2",,"Euonymus atropurpureus Jacq. var. atropurpureus ",eastern wahoo
"EUEU7",,"Euonymus europaeus L.",European spindletree
"EUFO5",,"Euonymus fortunei (Turcz.) Hand.-Maz.",winter creeper
"EUFOR2",,"Euonymus fortunei (Turcz.) Hand.-Maz. var. radicans (Siebold ex Miq.) Rehder",winter creeper
"EUOB8",,"Euonymus obovatus Nutt.",running strawberry bush
"EUAL3",,"Eupatorium altissimum L.",tall thoroughwort
"EUPE3",,"Eupatorium perfoliatum L.",common boneset
"EUPEC",,"Eupatorium perfoliatum L. var. colpophilum Fernald & Grisc.",common boneset
"EUPEP",,"Eupatorium perfoliatum L. var. perfoliatum ",common boneset
"EUSE2",,"Eupatorium serotinum Michx.",lateflowering thoroughwort
"EUGA7",,"Euphorbia ×gayeri Boros & Soó ex Soó [cyparissias × waldsteinii]",spurge
"EUCO8",,"Euphorbia commutata Engelm. ex A. Gray",tinted woodland spurge
"EUCO10",,"Euphorbia corollata L.",flowering spurge
"EUCY2",,"Euphorbia cyparissias L.",cypress spurge
"EUDA5",,"Euphorbia davidii Subils",David's spurge
"EUEP",,"Euphorbia epithymoides L.",cushion spurge
"EUES",,"Euphorbia esula L.",leafy spurge
"EUESE",,"Euphorbia esula L. var. esula ",leafy spurge
"EUEX3",,"Euphorbia exigua L.",dwarf spurge
"EUHE2",,"Euphorbia helioscopia L.",madwoman's milk
"EULA4",,"Euphorbia lathyris L.",moleplant
"EULU2",,"Euphorbia lucida Waldst. & Kit.",shining spurge
"EUMA8",,"Euphorbia marginata Pursh",snow on the mountain
"EUMY2",,"Euphorbia myrsinites L.",myrtle spurge
"EUPE6",,"Euphorbia peplus L.",petty spurge
"EUPL",,"Euphorbia platyphyllos L.",broadleaf spurge
"EUSP",,"Euphorbia spathulata Lam.",warty spurge
"EUFR8",,"Euphrasia frigida Pugsley",eyebright
"EUHU2",,"Euphrasia hudsoniana Fernald & Wiegand",Hudson Bay eyebright
"EUNE3",,"Euphrasia nemorosa (Pers.) Wallr.",common eyebright
"EUST7",,"Euphrasia stricta D. Wolff ex J.F. Lehm.",drug eyebright
"EUVI6",,"Euphrasia vinacea P.D. Sell & Yeo",glacier eyebright
"EUDI16",,"Eurybia divaricata (L.) G.L. Nesom",white wood aster
"EUMA27",,"Eurybia macrophylla (L.) Cass.",bigleaf aster
"EURA10",,"Eurybia radula (Aiton) G.L. Nesom",low rough aster
"EUSC5",,"Eurybia schreberi (Nees) Nees",Schreber's aster
"EUGR5",,"Euthamia graminifolia (L.) Nutt.",flat-top goldentop
"EUGRG",,"Euthamia graminifolia (L.) Nutt. var. graminifolia ",flat-top goldentop
"EUGY",,"Euthamia gymnospermoides Greene",Texas goldentop
"EUMA9",,"Eutrochium maculatum (L.) E.E. Lamont",spotted joe pye weed
"EUMAB4",,"Eutrochium maculatum (L.) E.E. Lamont var. bruneri (A. Gray) E.E. Lamont",spotted joe pye weed
"EUMAF3",,"Eutrochium maculatum (L.) E.E. Lamont var. foliosum (Fernald) E.E. Lamont",spotted joe pye weed
"EUMAM4",,"Eutrochium maculatum (L.) E.E. Lamont var. maculatum ",spotted joe pye weed
"EUPU21",,"Eutrochium purpureum (L.) E.E. Lamont",sweetscented joe pye weed
"EUPUP4",,"Eutrochium purpureum (L.) E.E. Lamont var. purpureum ",sweetscented joe pye weed
"FAES2",,"Fagopyrum esculentum Moench",buckwheat
"FATA",,"Fagopyrum tataricum (L.) Gaertn.",Tartary buckwheat
"FAGR",,"Fagus grandifolia Ehrh.",American beech
"FASY",,"Fagus sylvatica L.",European beech
"FEBA",,"Festuca baffinensis Polunin",Baffin fescue
"FEBR",,"Festuca brachyphylla Schult. ex Schult. & Schult. f.",alpine fescue
"FEBRB",,"Festuca brachyphylla Schult. ex Schult. & Schult. f. ssp. brachyphylla ",alpine fescue
"FEBR7",,"Festuca brevipila Tracey",hard fescue
"FECA4",,"Festuca campestris Rydb.",rough fescue
"FEFI",,"Festuca filiformis Pourr.",fineleaf sheep fescue
"FEHA3",,"Festuca hallii (Vasey) Piper",plains rough fescue
"FEOC",,"Festuca occidentalis Hook.",western fescue
"FEPA2",,"Festuca paradoxa Desv.",clustered fescue
"FERU2",,"Festuca rubra L.",red fescue
"FERUA6",,"Festuca rubra L. ssp. arctica (Hack.) Govor.",Richardson's fescue
"FERUF3",,"Festuca rubra L. ssp. fallax (Thuill.) Nyman",Chewing's fescue
"FERUR2",,"Festuca rubra L. ssp. rubra ",red fescue
"FESA",,"Festuca saximontana Rydb.",Rocky Mountain fescue
"FESAS",,"Festuca saximontana Rydb. var. saximontana ",Rocky Mountain fescue
"FESU3",,"Festuca subverticillata (Pers.) Alexeev",nodding fescue
"FIVU2",,"Filago vulgaris Lam.",common cottonrose
"FIRU2",,"Filipendula rubra (Hill) B.L. Rob.",queen of the prairie
"FIUL",,"Filipendula ulmaria (L.) Maxim.",queen of the meadow
"FIULU",,"Filipendula ulmaria (L.) Maxim. ssp. ulmaria ",queen of the meadow
"FIVU",,"Filipendula vulgaris Moench",dropwort
"FIAU2",,"Fimbristylis autumnalis (L.) Roem. & Schult.",slender fimbry
"FIPU",,"Fimbristylis puberula (Michx.) Vahl",hairy fimbry
"FIPUP",,"Fimbristylis puberula (Michx.) Vahl var. puberula ",hairy fimbry
"FLPR",,"Floerkea proserpinacoides Willd.",false mermaidweed
"FOVU",,"Foeniculum vulgare Mill.",sweet fennel
"FOVI",,"Forsythia viridissima Lindl.",greenstem forsythia
"FRVE",,"Fragaria vesca L.",woodland strawberry
"FRVEA2",,"Fragaria vesca L. ssp. americana (Porter) Staudt",woodland strawberry
"FRVI",,"Fragaria virginiana Duchesne",Virginia strawberry
"FRVIG2",,"Fragaria virginiana Duchesne ssp. glauca (S. Watson) Staudt",Virginia strawberry
"FRVIV",,"Fragaria virginiana Duchesne ssp. virginiana ",Virginia strawberry
"FRAL4",,"Frangula alnus Mill.",glossy buckthorn
"FRCA2",,"Frasera caroliniensis Walter",American columbo
"FRAM2",,"Fraxinus americana L.",white ash
"FREX80",,"Fraxinus excelsior L.",European ash
"FRNI",,"Fraxinus nigra Marshall",black ash
"FRPE",,"Fraxinus pennsylvanica Marshall",green ash
"FRPR",,"Fraxinus profunda (Bush) Bush",pumpkin ash
"FRQU",,"Fraxinus quadrangulata Michx.",blue ash
"FRGR3",,"Froelichia gracilis (Hook.) Moq.",slender snakecotton
"FUPU",,"Fuirena pumila (Torr.) Spreng.",dwarf umbrella-sedge
"FUOF",,"Fumaria officinalis L.",drug fumitory
"FUOFO",,"Fumaria officinalis L. ssp. officinalis ",drug fumitory
"GAAR",,"Gaillardia aristata Pursh",blanketflower
"GAPU",,"Gaillardia pulchella Foug.",Indian blanket
"GAPUP2",,"Gaillardia pulchella Foug. var. pulchella ",
"GANI",,"Galanthus nivalis L.",snowdrop
"GASP5",,"Galearis spectabilis (L.) Raf.",showy orchid
"GAOF",,"Galega officinalis L.",professor-weed
