# Title: December 2024 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
SC-073,Oconee County,South Carolina,43.9,1.6,86,42.3
SC-075,Orangeburg County,South Carolina,48.8,1.6,82,47.2
SC-077,Pickens County,South Carolina,44.4,2.5,95,41.9
SC-079,Richland County,South Carolina,47.6,1.7,83,45.9
SC-081,Saluda County,South Carolina,46.9,2.2,87,44.7
SC-083,Spartanburg County,South Carolina,44.2,1.9,87,42.3
SC-085,Sumter County,South Carolina,48.4,2.1,86,46.3
SC-087,Union County,South Carolina,44.1,1.2,80,42.9
SC-089,Williamsburg County,South Carolina,48.8,1.6,81,47.2
SC-091,York County,South Carolina,43.4,1.1,78,42.3
SD-003,Aurora County,South Dakota,25.2,5.4,99,19.8
SD-005,Beadle County,South Dakota,23.5,5.7,100,17.8
SD-007,Bennett County,South Dakota,31.4,8,124,23.4
SD-009,Bon Homme County,South Dakota,27.8,6,109,21.8
SD-011,Brookings County,South Dakota,21.8,5.7,100,16.1
SD-013,Brown County,South Dakota,21,6.4,101,14.6
SD-015,Brule County,South Dakota,26.5,6,107,20.5
SD-017,Buffalo County,South Dakota,24.8,5.5,103,19.3
SD-019,Butte County,South Dakota,29.3,7.4,120,21.9
SD-021,Campbell County,South Dakota,22.1,6.2,100,15.9
SD-023,Charles Mix County,South Dakota,28.3,6.2,109,22.1
SD-025,Clark County,South Dakota,21.4,6.2,102,15.2
SD-027,Clay County,South Dakota,27.4,6.2,108,21.2
SD-029,Codington County,South Dakota,20.3,5.8,101,14.5
SD-031,Corson County,South Dakota,24.3,7,108,17.3
SD-033,Custer County,South Dakota,32.9,8.2,127,24.7
SD-035,Davison County,South Dakota,25.8,5.8,104,20
SD-037,Day County,South Dakota,19.3,5.2,94,14.1
SD-039,Deuel County,South Dakota,21.2,6.1,101,15.1
SD-041,Dewey County,South Dakota,25.2,6.8,108,18.4
SD-043,Douglas County,South Dakota,27,6,108,21
SD-045,Edmunds County,South Dakota,21.5,5.9,101,15.6
SD-047,Fall River County,South Dakota,33.3,8.8,129,24.5
SD-049,Faulk County,South Dakota,22.6,6.4,104,16.2
SD-051,Grant County,South Dakota,20.7,5.5,99,15.2
SD-053,Gregory County,South Dakota,29.1,6.6,111,22.5
SD-055,Haakon County,South Dakota,28.7,7.2,116,21.5
SD-057,Hamlin County,South Dakota,21.5,6.5,105,15
SD-059,Hand County,South Dakota,23.4,5.7,102,17.7
SD-061,Hanson County,South Dakota,26.1,6.4,109,19.7
SD-063,Harding County,South Dakota,27,7.3,116,19.7
SD-065,Hughes County,South Dakota,26.1,6.6,111,19.5
SD-067,Hutchinson County,South Dakota,27,6.5,112,20.5
SD-069,Hyde County,South Dakota,23.8,6.2,105,17.6
SD-071,Jackson County,South Dakota,30.8,7.4,120,23.4
SD-073,Jerauld County,South Dakota,23.6,4.7,96,18.9
SD-075,Jones County,South Dakota,29,7,115,22
SD-077,Kingsbury County,South Dakota,22.5,6,105,16.5
SD-079,Lake County,South Dakota,23.2,5.6,103,17.6
SD-081,Lawrence County,South Dakota,31,7.3,125,23.7
SD-083,Lincoln County,South Dakota,25.6,6.1,104,19.5
SD-085,Lyman County,South Dakota,27.6,6.4,112,21.2
SD-087,McCook County,South Dakota,25.5,6.6,109,18.9
SD-089,McPherson County,South Dakota,20,5.3,97,14.7
SD-091,Marshall County,South Dakota,18.7,4.8,94,13.9
SD-093,Meade County,South Dakota,29.6,7.2,120,22.4
SD-095,Mellette County,South Dakota,30.5,7.3,119,23.2
SD-097,Miner County,South Dakota,24.2,6,105,18.2
SD-099,Minnehaha County,South Dakota,24.8,6.5,107,18.3
SD-101,Moody County,South Dakota,22.9,5.6,100,17.3
SD-102,Oglala Lakota County,South Dakota,33.2,8.9,128,24.3
SD-103,Pennington County,South Dakota,31.1,7.8,124,23.3
SD-105,Perkins County,South Dakota,25.6,7,111,18.6
SD-107,Potter County,South Dakota,23.9,7.3,109,16.6
SD-109,Roberts County,South Dakota,20.1,5.3,95,14.8
SD-111,Sanborn County,South Dakota,24.3,5.2,99,19.1
SD-115,Spink County,South Dakota,22.7,6.3,102,16.4
SD-117,Stanley County,South Dakota,27.3,6.8,113,20.5
SD-119,Sully County,South Dakota,25.3,7.1,110,18.2
SD-121,Todd County,South Dakota,30.7,7.2,121,23.5
SD-123,Tripp County,South Dakota,29.2,6.5,112,22.7
SD-125,Turner County,South Dakota,26.4,6.6,108,19.8
SD-127,Union County,South Dakota,27.2,6.1,108,21.1
SD-129,Walworth County,South Dakota,23.4,7.1,108,16.3
SD-135,Yankton County,South Dakota,27.6,6.4,111,21.2
SD-137,Ziebach County,South Dakota,26.4,6.9,113,19.5
TN-001,Anderson County,Tennessee,40.3,2,90,38.3
TN-003,Bedford County,Tennessee,43.8,3.4,102,40.4
TN-005,Benton County,Tennessee,44.2,4.6,113,39.6
TN-007,Bledsoe County,Tennessee,41.1,2.9,95,38.2
TN-009,Blount County,Tennessee,41.9,2.4,89,39.5
TN-011,Bradley County,Tennessee,43.4,2.7,98,40.7
TN-013,Campbell County,Tennessee,38.9,2.1,88,36.8
TN-015,Cannon County,Tennessee,43,3.5,98,39.5
TN-017,Carroll County,Tennessee,44.2,4.7,113,39.5
TN-019,Carter County,Tennessee,38.8,3,91,35.8
TN-021,Cheatham County,Tennessee,43.9,4.7,113,39.2
TN-023,Chester County,Tennessee,45.2,4.7,112,40.5
TN-025,Claiborne County,Tennessee,39,1.9,87,37.1
TN-027,Clay County,Tennessee,42.2,3.5,99,38.7
TN-029,Cocke County,Tennessee,41.7,2.9,93,38.8
TN-031,Coffee County,Tennessee,43.2,3.5,101,39.7
TN-033,Crockett County,Tennessee,45.1,5.4,117,39.7
TN-035,Cumberland County,Tennessee,39.8,2.8,95,37
TN-037,Davidson County,Tennessee,44,4.4,110,39.6
TN-039,Decatur County,Tennessee,45.1,4.5,113,40.6
TN-041,DeKalb County,Tennessee,42.6,3.3,96,39.3
TN-043,Dickson County,Tennessee,43.6,4.9,113,38.7
TN-045,Dyer County,Tennessee,44.5,5.1,116,39.4
TN-047,Fayette County,Tennessee,46.5,5.2,118,41.3
TN-049,Fentress County,Tennessee,39.8,3.3,99,36.5
TN-051,Franklin County,Tennessee,43,2.8,94,40.2
TN-053,Gibson County,Tennessee,44.6,5.2,117,39.4
TN-055,Giles County,Tennessee,43.8,3.4,103,40.4
TN-057,Grainger County,Tennessee,40.3,2.2,90,38.1
TN-059,Greene County,Tennessee,41.2,2.6,92,38.6
TN-061,Grundy County,Tennessee,41.4,3.5,100,37.9
TN-063,Hamblen County,Tennessee,41,2.3,88,38.7
TN-065,Hamilton County,Tennessee,43.4,3,98,40.4
TN-067,Hancock County,Tennessee,39.4,2,87,37.4
TN-069,Hardeman County,Tennessee,45.8,5,116,40.8
TN-071,Hardin County,Tennessee,45.3,4.2,109,41.1
TN-073,Hawkins County,Tennessee,40.6,2.4,88,38.2
TN-075,Haywood County,Tennessee,45.5,5.2,116,40.3
TN-077,Henderson County,Tennessee,44.8,4.6,112,40.2
TN-079,Henry County,Tennessee,43.2,4.3,114,38.9
TN-081,Hickman County,Tennessee,44,4.6,112,39.4
TN-083,Houston County,Tennessee,43.4,4.6,113,38.8
TN-085,Humphreys County,Tennessee,44,4.8,114,39.2
TN-087,Jackson County,Tennessee,42.6,3.5,98,39.1
TN-089,Jefferson County,Tennessee,41.9,2.9,95,39
TN-091,Johnson County,Tennessee,36.6,2.1,86,34.5
TN-093,Knox County,Tennessee,41.7,2.4,91,39.4
TN-095,Lake County,Tennessee,44,5.2,117,38.8
TN-097,Lauderdale County,Tennessee,45,4.7,113,40.3
TN-099,Lawrence County,Tennessee,44.2,4.2,110,40
TN-101,Lewis County,Tennessee,44.1,4.6,114,39.5
TN-103,Lincoln County,Tennessee,43.7,2.7,94,41
TN-105,Loudon County,Tennessee,42,2,89,40
TN-107,McMinn County,Tennessee,42.5,2.4,91,40.1
TN-109,McNairy County,Tennessee,45.1,4.1,108,41
TN-111,Macon County,Tennessee,41.9,3.5,99,38.4
TN-113,Madison County,Tennessee,45.5,5.4,115,40.1
TN-115,Marion County,Tennessee,42.7,3,100,39.7
TN-117,Marshall County,Tennessee,43.7,3.6,103,40.1
TN-119,Maury County,Tennessee,44,4.3,110,39.7
TN-121,Meigs County,Tennessee,42.4,2.5,94,39.9
TN-123,Monroe County,Tennessee,41.6,1.9,87,39.7
TN-125,Montgomery County,Tennessee,43.8,5.1,116,38.7
TN-127,Moore County,Tennessee,43.6,3.1,99,40.5
TN-129,Morgan County,Tennessee,39.8,2.5,95,37.3
TN-131,Obion County,Tennessee,43.9,5.3,117,38.6
TN-133,Overton County,Tennessee,41.7,3.7,100,38
TN-135,Perry County,Tennessee,44.8,4.8,115,40
TN-137,Pickett County,Tennessee,41,3.4,99,37.6
TN-139,Polk County,Tennessee,42.4,2.2,88,40.2
TN-141,Putnam County,Tennessee,42,3.6,100,38.4
TN-143,Rhea County,Tennessee,41.5,2.4,95,39.1
TN-145,Roane County,Tennessee,41.6,2.2,91,39.4
TN-147,Robertson County,Tennessee,42.6,4.1,104,38.5
TN-149,Rutherford County,Tennessee,43.9,3.9,106,40
TN-151,Scott County,Tennessee,39,2.6,93,36.4
TN-153,Sequatchie County,Tennessee,41.6,3.2,101,38.4
TN-155,Sevier County,Tennessee,40.2,2.1,86,38.1
TN-157,Shelby County,Tennessee,46.8,4.7,114,42.2
TN-159,Smith County,Tennessee,42.7,3.2,95,39.5
TN-161,Stewart County,Tennessee,42.8,4.1,109,38.7
TN-163,Sullivan County,Tennessee,40.8,3.3,97,37.5
TN-165,Sumner County,Tennessee,42.5,3.8,100,38.7
TN-167,Tipton County,Tennessee,45.7,4.5,113,41.2
TN-169,Trousdale County,Tennessee,42.7,3.5,99,39.2
TN-171,Unicoi County,Tennessee,39.1,3,94,36.1
TN-173,Union County,Tennessee,39.9,1.9,88,38
TN-175,Van Buren County,Tennessee,41.2,3.1,95,38.1
TN-177,Warren County,Tennessee,42.8,3.6,100,39.2
TN-179,Washington County,Tennessee,41.7,3.5,98,38.2
TN-181,Wayne County,Tennessee,44.8,4.6,114,40.2
TN-183,Weakley County,Tennessee,44.1,5.2,116,38.9
TN-185,White County,Tennessee,41.8,3.2,96,38.6
TN-187,Williamson County,Tennessee,43.6,4.1,110,39.5
TN-189,Wilson County,Tennessee,43.3,3.7,101,39.6
TX-001,Anderson County,Texas,53.6,5.4,122,48.2
TX-003,Andrews County,Texas,50.4,7.4,129,43
TX-005,Angelina County,Texas,55.1,5.3,123,49.8
TX-007,Aransas County,Texas,64.5,7.9,127,56.6
TX-009,Archer County,Texas,50.1,6.8,129,43.3
TX-011,Armstrong County,Texas,46.1,8.3,129,37.8
TX-013,Atascosa County,Texas,60.4,6.5,126,53.9
TX-015,Austin County,Texas,60.6,8.1,127,52.5
TX-017,Bailey County,Texas,45.2,7.5,128,37.7
TX-019,Bandera County,Texas,57.2,7.1,128,50.1
TX-021,Bastrop County,Texas,59.3,8.3,129,51
TX-023,Baylor County,Texas,50.4,7.4,129,43
TX-025,Bee County,Texas,62,6.4,126,55.6
TX-027,Bell County,Texas,56.5,8.2,129,48.3
TX-029,Bexar County,Texas,60.1,7.5,128,52.6
TX-031,Blanco County,Texas,57.5,8.1,128,49.4
TX-033,Borden County,Texas,50.8,7.1,129,43.7
TX-035,Bosque County,Texas,54.5,7.1,129,47.4
TX-037,Bowie County,Texas,50.8,5.7,123,45.1
TX-039,Brazoria County,Texas,62.4,7.2,127,55.2
TX-041,Brazos County,Texas,57.9,7.5,127,50.4
TX-043,Brewster County,Texas,54.9,7.6,129,47.3
TX-045,Briscoe County,Texas,46.9,7.5,129,39.4
TX-047,Brooks County,Texas,65.8,8,127,57.8
TX-049,Brown County,Texas,54.6,8.5,129,46.1
TX-051,Burleson County,Texas,58.4,8,127,50.4
TX-053,Burnet County,Texas,56.6,7.7,129,48.9
TX-055,Caldwell County,Texas,59.8,8.3,129,51.5
TX-057,Calhoun County,Texas,64.1,8.2,128,55.9
TX-059,Callahan County,Texas,52.4,7.3,129,45.1
TX-061,Cameron County,Texas,68.8,7.3,129,61.5
TX-063,Camp County,Texas,51.8,5.8,122,46
TX-065,Carson County,Texas,45.3,8.8,129,36.5
TX-067,Cass County,Texas,51.5,5.2,121,46.3
TX-069,Castro County,Texas,45.2,8.1,129,37.1
TX-071,Chambers County,Texas,60.4,6.2,126,54.2
TX-073,Cherokee County,Texas,53.4,4.9,120,48.5
TX-075,Childress County,Texas,47.4,6.9,129,40.5
TX-077,Clay County,Texas,49.6,6.3,129,43.3
TX-079,Cochran County,Texas,46.5,7.3,129,39.2
TX-081,Coke County,Texas,53.6,8.6,129,45
TX-083,Coleman County,Texas,54.2,8.4,129,45.8
TX-085,Collin County,Texas,51.6,6.7,128,44.9
TX-087,Collingsworth County,Texas,45.8,6.9,129,38.9
TX-089,Colorado County,Texas,61.3,8.4,127,52.9
TX-091,Comal County,Texas,59.1,7.9,129,51.2
TX-093,Comanche County,Texas,54.1,8,129,46.1
TX-095,Concho County,Texas,54.5,8.5,129,46
TX-097,Cooke County,Texas,49.9,5.7,129,44.2
TX-099,Coryell County,Texas,55.4,7.5,129,47.9
TX-101,Cottle County,Texas,48.6,6.8,129,41.8
TX-103,Crane County,Texas,53.3,7.9,129,45.4
TX-105,Crockett County,Texas,54.9,8.7,129,46.2
TX-107,Crosby County,Texas,48.6,7.7,129,40.9
TX-109,Culberson County,Texas,50.6,7.4,129,43.2
TX-111,Dallam County,Texas,41.5,7,126,34.5
TX-113,Dallas County,Texas,53.3,6.5,128,46.8
TX-115,Dawson County,Texas,49.7,6.9,129,42.8
TX-117,Deaf Smith County,Texas,44.2,8.3,129,35.9
TX-119,Delta County,Texas,50.1,5.3,121,44.8
TX-121,Denton County,Texas,51.8,6.3,128,45.5
TX-123,DeWitt County,Texas,61.8,7.9,127,53.9
TX-125,Dickens County,Texas,49.2,7,129,42.2
TX-127,Dimmit County,Texas,60.7,6.8,128,53.9
TX-129,Donley County,Texas,46,7.7,129,38.3
TX-131,Duval County,Texas,63,6.9,126,56.1
TX-133,Eastland County,Texas,52.7,7.5,129,45.2
TX-135,Ector County,Texas,51.9,7.8,129,44.1
TX-137,Edwards County,Texas,56.4,8.2,129,48.2
TX-139,Ellis County,Texas,54.2,6.7,128,47.5
TX-141,El Paso County,Texas,50.3,7.3,129,43
TX-143,Erath County,Texas,53.6,7.6,129,46
TX-145,Falls County,Texas,55.8,7.5,128,48.3
TX-147,Fannin County,Texas,50,5.9,125,44.1
TX-149,Fayette County,Texas,60.2,8.2,127,52
TX-151,Fisher County,Texas,51,7.3,129,43.7
TX-153,Floyd County,Texas,47.1,7.6,129,39.5
TX-155,Foard County,Texas,49.2,7.3,129,41.9
TX-157,Fort Bend County,Texas,61.9,7.9,127,54
TX-159,Franklin County,Texas,50.9,5.5,120,45.4
TX-161,Freestone County,Texas,55,6.7,127,48.3
TX-163,Frio County,Texas,60.1,6.7,126,53.4
TX-165,Gaines County,Texas,49,6.9,129,42.1
TX-167,Galveston County,Texas,62.2,6.8,127,55.4
TX-169,Garza County,Texas,50.3,7.4,129,42.9
TX-171,Gillespie County,Texas,56,7.6,129,48.4
TX-173,Glasscock County,Texas,52,7.8,129,44.2
TX-175,Goliad County,Texas,62.2,7.1,127,55.1
TX-177,Gonzales County,Texas,61,8.1,126,52.9
TX-179,Gray County,Texas,45.4,8.7,129,36.7
TX-181,Grayson County,Texas,49.9,5.7,125,44.2
TX-183,Gregg County,Texas,52.8,5.2,121,47.6
TX-185,Grimes County,Texas,58,7.2,127,50.8
TX-187,Guadalupe County,Texas,60.3,8.1,128,52.2
TX-189,Hale County,Texas,46.4,7.6,129,38.8
TX-191,Hall County,Texas,47.5,7.1,129,40.4
TX-193,Hamilton County,Texas,54.8,7.9,129,46.9
TX-195,Hansford County,Texas,44.1,8.4,129,35.7
TX-197,Hardeman County,Texas,48.1,7.1,129,41
TX-199,Hardin County,Texas,56.8,5,122,51.8
TX-201,Harris County,Texas,61,7.3,127,53.7
TX-203,Harrison County,Texas,52.6,4.8,119,47.8
TX-205,Hartley County,Texas,42.4,7.2,128,35.2
TX-207,Haskell County,Texas,51,7.3,129,43.7
TX-209,Hays County,Texas,58.8,8.4,129,50.4
TX-211,Hemphill County,Texas,43.9,7.4,129,36.5
TX-213,Henderson County,Texas,53.4,6,125,47.4
TX-215,Hidalgo County,Texas,67.7,7.5,128,60.2
TX-217,Hill County,Texas,54.8,7.1,129,47.7
TX-219,Hockley County,Texas,47.1,7.3,129,39.8
TX-221,Hood County,Texas,53.8,7.2,129,46.6
TX-223,Hopkins County,Texas,50.8,5.6,122,45.2
TX-225,Houston County,Texas,54.8,5.3,122,49.5
TX-227,Howard County,Texas,51.8,7.5,129,44.3
TX-229,Hudspeth County,Texas,49.5,7.3,129,42.2
TX-231,Hunt County,Texas,51.4,6.6,127,44.8
TX-233,Hutchinson County,Texas,45.7,8.8,129,36.9
TX-235,Irion County,Texas,53.4,8.1,129,45.3
TX-237,Jack County,Texas,50.6,6.4,129,44.2
TX-239,Jackson County,Texas,63,8.3,127,54.7
TX-241,Jasper County,Texas,55.2,4.5,118,50.7
TX-243,Jeff Davis County,Texas,51.9,7.9,129,44
TX-245,Jefferson County,Texas,59.2,5.7,123,53.5
TX-247,Jim Hogg County,Texas,65.6,8.3,128,57.3
TX-249,Jim Wells County,Texas,63.7,7,126,56.7
TX-251,Johnson County,Texas,54,6.9,129,47.1
TX-253,Jones County,Texas,51.4,7,129,44.4
TX-255,Karnes County,Texas,60.8,6.7,126,54.1
TX-257,Kaufman County,Texas,53.2,6.5,127,46.7
TX-259,Kendall County,Texas,57.4,7.5,127,49.9
TX-261,Kenedy County,Texas,66.8,7.9,128,58.9
TX-263,Kent County,Texas,50.3,7,129,43.3
TX-265,Kerr County,Texas,55.6,7.4,129,48.2
TX-267,Kimble County,Texas,54.9,7.9,129,47
TX-269,King County,Texas,50,7.4,129,42.6
TX-271,Kinney County,Texas,59.6,8.2,129,51.4
TX-273,Kleberg County,Texas,65.2,7.5,126,57.7
TX-275,Knox County,Texas,50.2,7.3,129,42.9
TX-277,Lamar County,Texas,49.3,4.9,121,44.4
TX-279,Lamb County,Texas,45.6,7.2,128,38.4
TX-281,Lampasas County,Texas,55.8,7.9,129,47.9
TX-283,La Salle County,Texas,61,6.4,125,54.6
TX-285,Lavaca County,Texas,61.6,8.5,128,53.1
TX-287,Lee County,Texas,58.8,8.2,127,50.6
TX-289,Leon County,Texas,55.3,6.1,126,49.2
TX-291,Liberty County,Texas,58.8,6.1,124,52.7
TX-293,Limestone County,Texas,55.2,7,127,48.3
TX-295,Lipscomb County,Texas,42.4,6.8,129,35.6
TX-297,Live Oak County,Texas,61.6,6.3,126,55.3
TX-299,Llano County,Texas,56.6,8.2,129,48.4
TX-301,Loving County,Texas,51.4,7.2,129,44.2
TX-303,Lubbock County,Texas,48.2,8.1,129,40.1
TX-305,Lynn County,Texas,49.2,7.4,129,41.8
TX-307,McCulloch County,Texas,55.4,8.8,129,46.6
TX-309,McLennan County,Texas,55.2,7.2,129,48
TX-311,McMullen County,Texas,61.1,6.1,125,55
TX-313,Madison County,Texas,56.4,6.4,126,50
TX-315,Marion County,Texas,52.2,5,119,47.2
TX-317,Martin County,Texas,50.9,7.2,129,43.7
TX-319,Mason County,Texas,55.6,8,129,47.6
TX-321,Matagorda County,Texas,63.2,7.8,127,55.4
TX-323,Maverick County,Texas,60.6,7.6,129,53
TX-325,Medina County,Texas,59.2,7,127,52.2
TX-327,Menard County,Texas,54.3,8.3,129,46
TX-329,Midland County,Texas,51.7,7.4,129,44.3
TX-331,Milam County,Texas,57.2,8.1,129,49.1
TX-333,Mills County,Texas,55.4,8.6,129,46.8
TX-335,Mitchell County,Texas,52.2,8,129,44.2
TX-337,Montague County,Texas,49.7,6.1,129,43.6
TX-339,Montgomery County,Texas,58.9,7.1,126,51.8
TX-341,Moore County,Texas,44,7.9,128,36.1
TX-343,Morris County,Texas,51.4,5.4,121,46
TX-345,Motley County,Texas,48.2,6.9,129,41.3
TX-347,Nacogdoches County,Texas,54.1,5,123,49.1
TX-349,Navarro County,Texas,54.8,7,128,47.8
TX-351,Newton County,Texas,55.4,4.8,120,50.6
TX-353,Nolan County,Texas,52.1,8.2,129,43.9
TX-355,Nueces County,Texas,64.7,7.3,126,57.4
TX-357,Ochiltree County,Texas,43.3,7.6,129,35.7
TX-359,Oldham County,Texas,43.6,7.3,128,36.3
TX-361,Orange County,Texas,58.1,5.6,123,52.5
TX-363,Palo Pinto County,Texas,52.7,7.4,129,45.3
TX-365,Panola County,Texas,53.3,4.9,120,48.4
TX-367,Parker County,Texas,52.8,7.1,129,45.7
TX-369,Parmer County,Texas,45,8.5,129,36.5
TX-371,Pecos County,Texas,53.8,8,129,45.8
TX-373,Polk County,Texas,56.2,5.3,123,50.9
TX-375,Potter County,Texas,44.9,8.3,128,36.6
TX-377,Presidio County,Texas,54.8,8.2,129,46.6
TX-379,Rains County,Texas,51.9,6.4,126,45.5
TX-381,Randall County,Texas,45.2,8.5,129,36.7
TX-383,Reagan County,Texas,52.9,8.1,129,44.8
TX-385,Real County,Texas,56.4,7.3,129,49.1
TX-387,Red River County,Texas,49.4,5,121,44.4
TX-389,Reeves County,Texas,52.7,7.8,129,44.9
TX-391,Refugio County,Texas,63.7,7.5,127,56.2
TX-393,Roberts County,Texas,45.1,8.5,129,36.6
TX-395,Robertson County,Texas,56.4,7.2,126,49.3
TX-397,Rockwall County,Texas,52.4,6.7,129,45.7
TX-399,Runnels County,Texas,54.1,8.8,129,45.3
TX-401,Rusk County,Texas,53.1,4.7,119,48.4
TX-403,Sabine County,Texas,53.9,4.6,120,49.3
TX-405,San Augustine County,Texas,54,4.6,121,49.4
TX-407,San Jacinto County,Texas,57.3,6,125,51.3
TX-409,San Patricio County,Texas,63.8,6.9,126,56.9
TX-411,San Saba County,Texas,56.2,8.9,129,47.3
TX-413,Schleicher County,Texas,53.9,8.1,129,45.8
TX-415,Scurry County,Texas,50.6,7,129,43.6
TX-417,Shackelford County,Texas,52.1,7.5,129,44.6
TX-419,Shelby County,Texas,53.6,4.9,122,48.7
TX-421,Sherman County,Texas,43,7.7,128,35.3
TX-423,Smith County,Texas,52.8,5.6,123,47.2
TX-425,Somervell County,Texas,54.2,7.2,129,47
TX-427,Starr County,Texas,67.2,8.4,129,58.8
TX-429,Stephens County,Texas,52.3,7.6,129,44.7
TX-431,Sterling County,Texas,52.8,8.2,129,44.6
TX-433,Stonewall County,Texas,50.6,7.2,129,43.4
TX-435,Sutton County,Texas,55.1,8.6,129,46.5
TX-437,Swisher County,Texas,45.5,7.7,129,37.8
TX-439,Tarrant County,Texas,53.4,6.8,129,46.6
TX-441,Taylor County,Texas,52.2,7.5,129,44.7
TX-443,Terrell County,Texas,55.5,8.2,129,47.3
TX-445,Terry County,Texas,48.4,7.2,129,41.2
TX-447,Throckmorton County,Texas,51.4,7.6,129,43.8
TX-449,Titus County,Texas,51,5.6,123,45.4
TX-451,Tom Green County,Texas,53.6,7.7,129,45.9
TX-453,Travis County,Texas,58.3,8.1,129,50.2
TX-455,Trinity County,Texas,55.6,5.5,124,50.1
TX-457,Tyler County,Texas,55.4,4.7,121,50.7
TX-459,Upshur County,Texas,52.3,5.6,121,46.7
TX-461,Upton County,Texas,53.1,7.6,129,45.5
TX-463,Uvalde County,Texas,58.9,7.1,128,51.8
TX-465,Val Verde County,Texas,58.1,8.9,129,49.2
TX-467,Van Zandt County,Texas,52.8,6.4,127,46.4
TX-469,Victoria County,Texas,63.2,8.3,127,54.9
TX-471,Walker County,Texas,56.7,6.1,125,50.6
TX-473,Waller County,Texas,60.1,7.8,127,52.3
TX-475,Ward County,Texas,52.8,8,129,44.8
TX-477,Washington County,Texas,59.5,8.2,127,51.3
TX-479,Webb County,Texas,62.6,7,126,55.6
TX-481,Wharton County,Texas,62.3,8.2,127,54.1
TX-483,Wheeler County,Texas,45,7.5,129,37.5
TX-485,Wichita County,Texas,49.1,6.7,129,42.4
TX-487,Wilbarger County,Texas,49,7.1,129,41.9
TX-489,Willacy County,Texas,67.9,7.5,128,60.4
TX-491,Williamson County,Texas,57.5,8.1,129,49.4
TX-493,Wilson County,Texas,60.7,7.3,126,53.4
TX-495,Winkler County,Texas,51.8,7.9,129,43.9
TX-497,Wise County,Texas,51.3,6.5,129,44.8
TX-499,Wood County,Texas,52.3,6.3,124,46
TX-501,Yoakum County,Texas,47.8,7.4,129,40.4
TX-503,Young County,Texas,51,6.9,129,44.1
TX-505,Zapata County,Texas,66,8.6,129,57.4
TX-507,Zavala County,Texas,60.1,6.8,128,53.3
UT-001,Beaver County,Utah,36,7.5,129,28.5
UT-003,Box Elder County,Utah,33.6,7.6,129,26
UT-005,Cache County,Utah,30.5,7.3,126,23.2
UT-007,Carbon County,Utah,30.8,8,128,22.8
UT-009,Daggett County,Utah,27.2,6.1,120,21.1
UT-011,Davis County,Utah,35.6,7.5,129,28.1
UT-013,Duchesne County,Utah,28.4,8.1,127,20.3
UT-015,Emery County,Utah,33.8,6.9,127,26.9
UT-017,Garfield County,Utah,34.7,6.8,126,27.9
UT-019,Grand County,Utah,33.6,7,128,26.6
UT-021,Iron County,Utah,37,8,130,29
UT-023,Juab County,Utah,35.2,6.8,125,28.4
UT-025,Kane County,Utah,37.4,5.9,124,31.5
UT-027,Millard County,Utah,36,7.2,127,28.8
UT-029,Morgan County,Utah,31.3,7.2,128,24.1
UT-031,Piute County,Utah,33.4,8.4,129,25
UT-033,Rich County,Utah,25.8,5.5,114,20.3
UT-035,Salt Lake County,Utah,35.3,7.2,129,28.1
UT-037,San Juan County,Utah,36,5.7,124,30.3
UT-039,Sanpete County,Utah,31.9,7.4,128,24.5
UT-041,Sevier County,Utah,33.4,7.4,128,26
UT-043,Summit County,Utah,27.4,6.7,123,20.7
UT-045,Tooele County,Utah,34.5,6.2,125,28.3
UT-047,Uintah County,Utah,29.6,8.3,127,21.3
UT-049,Utah County,Utah,33.2,7.1,129,26.1
UT-051,Wasatch County,Utah,29.5,7.4,128,22.1
UT-053,Washington County,Utah,43.9,7.6,130,36.3
UT-055,Wayne County,Utah,34.9,6.7,127,28.2
UT-057,Weber County,Utah,32.3,7.2,128,25.1
VT-001,Addison County,Vermont,25.3,3.6,96,21.7
VT-003,Bennington County,Vermont,25,3.2,88,21.8
VT-005,Caledonia County,Vermont,22.3,3.9,97,18.4
VT-007,Chittenden County,Vermont,25.9,4.6,101,21.3
VT-009,Essex County,Vermont,21.2,4,97,17.2
VT-011,Franklin County,Vermont,24.6,4.6,99,20
VT-013,Grand Isle County,Vermont,26.6,4.8,100,21.8
VT-015,Lamoille County,Vermont,22.7,4.3,98,18.4
VT-017,Orange County,Vermont,23.3,3.4,92,19.9
VT-019,Orleans County,Vermont,21.6,3.7,91,17.9
VT-021,Rutland County,Vermont,24.6,3.1,90,21.5
VT-023,Washington County,Vermont,23,3.9,97,19.1
VT-025,Windham County,Vermont,25.4,2.9,89,22.5
VT-027,Windsor County,Vermont,24.2,3,90,21.2
VA-001,Accomack County,Virginia,42.6,2.8,92,39.8
VA-003,Albemarle County,Virginia,38.6,2.3,87,36.3
VA-005,Alleghany County,Virginia,35,1.2,76,33.8
VA-007,Amelia County,Virginia,40.2,1.6,80,38.6
VA-009,Amherst County,Virginia,37.4,1.2,79,36.2
VA-011,Appomattox County,Virginia,38.4,1.3,78,37.1
VA-013,Arlington County,Virginia,39.1,2.8,88,36.3
VA-015,Augusta County,Virginia,36.1,2.3,87,33.8
