Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"DRCL",,"Dryopteris clintoniana (D.C. Eaton) Dowell",Clinton's woodfern
"DRCR4",,"Dryopteris cristata (L.) A. Gray",crested woodfern
"DRGO3",,"Dryopteris goldieana (Hook. ex Goldie) A. Gray",Goldie's woodfern
"DRIN5",,"Dryopteris intermedia (Muhl. ex Willd.) A. Gray",intermediate woodfern
"DRMA4",,"Dryopteris marginalis (L.) A. Gray",marginal woodfern
"DUAR3",,"Dulichium arundinaceum (L.) Britton",three-way sedge
"DUARA",,"Dulichium arundinaceum (L.) Britton var. arundinaceum ",three-way sedge
"DYAM",,"Dysphania ambrosioides (L.) Mosyakin & Clemants",Mexican tea
"DYAN2",,"Dysphania anthelmintica (L.) Mosyakin & Clemants",wormseed
"DYBO",,"Dysphania botrys (L.) Mosyakin & Clemants",Jerusalem oak goosefoot
"DYGR",,"Dysphania graveolens (Willd.) Mosyakin & Clemants",fetid goosefoot
"DYMU",,"Dysphania multifida (L.) Mosyakin & Clemants",cutleaf goosefoot
"DYPU",,"Dysphania pumilio (R. Br.) Mosyakin & Clemants",clammy goosefoot
"DYPA",,"Dyssodia papposa (Vent.) Hitchc.",fetid marigold
"ECPA",,"Echinacea pallida (Nutt.) Nutt.",pale purple coneflower
"ECCO2",,"Echinochloa colona (L.) Link",jungle rice
"ECCR",,"Echinochloa crus-galli (L.) P. Beauv.",barnyardgrass
"ECFR",,"Echinochloa frumentacea Link",billion-dollar grass
"ECMU2",,"Echinochloa muricata (P. Beauv.) Fernald",rough barnyardgrass
"ECMUM",,"Echinochloa muricata (P. Beauv.) Fernald var. microstachya Wiegand",rough barnyardgrass
"ECMUM2",,"Echinochloa muricata (P. Beauv.) Fernald var. muricata ",rough barnyardgrass
"ECWA",,"Echinochloa walteri (Pursh) A. Heller",coast cockspur grass
"ECLO",,"Echinocystis lobata (Michx.) Torr. & A. Gray",wild cucumber
"ECTE2",,"Echinodorus tenellus (Mart. ex Schult. f.) Buchenau",mudbabies
"ECSP",,"Echinops sphaerocephalus L.",great globethistle
"ECCR3",,"Echium creticum L.",Cretan viper's bugloss
"ECPL",,"Echium plantagineum L.",salvation jane
"ECPU2",,"Echium pustulatum Sm.",bluedevil
"ECVU",,"Echium vulgare L.",common viper's bugloss
"ECPR",,"Eclipta prostrata (L.) L.",false daisy
"EGDE",,"Egeria densa Planch.",Brazilian waterweed
"EICR",,"Eichhornia crassipes (Mart.) Solms",common water hyacinth
"ELAN",,"Elaeagnus angustifolia L.",Russian olive
"ELPU2",,"Elaeagnus pungens Thunb.",thorny olive
"ELUM",,"Elaeagnus umbellata Thunb.",autumn olive
"ELUMP",,"Elaeagnus umbellata Thunb. var. parvifolia (Wall. ex Royle) C.K. Schneid.",autumn olive
"ELAM3",,"Elatine americana (Pursh) Arn.",American waterwort
"ELMI",,"Elatine minima (Nutt.) Fisch. & C.A. Mey.",small waterwort
"ELTR",,"Elatine triandra Schkuhr",threestamen waterwort
"ELAC",,"Eleocharis acicularis (L.) Roem. & Schult.",needle spikerush
"ELACA",,"Eleocharis acicularis (L.) Roem. & Schult. var. acicularis ",needle spikerush
"ELDI2",,"Eleocharis diandra C. Wright",Wright's spikerush
"ELEL4",,"Eleocharis elliptica Kunth",elliptic spikerush
"ELEN",,"Eleocharis engelmannii Steud.",Engelmann's spikerush
"ELEQ",,"Eleocharis equisetoides (Elliott) Torr.",jointed spikesedge
"ELER",,"Eleocharis erythropoda Steud.",bald spikerush
"ELFA",,"Eleocharis fallax Weath.",creeping spikerush
"ELHA2",,"Eleocharis halophila (Fernald & Brack.) Fernald & Brack.",saltmarsh spikerush
"ELIN",,"Eleocharis intermedia Schult.",matted spikerush
"ELME",,"Eleocharis melanocarpa Torr.",blackfruit spikerush
"ELMI2",,"Eleocharis microcarpa Torr.",smallfruit spikerush
"ELOB2",,"Eleocharis obtusa (Willd.) Schult.",blunt spikerush
"ELOL",,"Eleocharis olivacea Torr.",bright green spikerush
"ELOLO",,"Eleocharis olivacea Torr. var. olivacea ",bright green spikerush
"ELPA3",,"Eleocharis palustris (L.) Roem. & Schult.",common spikerush
"ELPAP",,"Eleocharis palustris (L.) Roem. & Schult. var. palustris ",common spikerush
"ELPA5",,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer",dwarf spikerush
"ELQU",,"Eleocharis quadrangulata (Michx.) Roem. & Schult.",squarestem spikerush
"ELQU2",,"Eleocharis quinqueflora (Hartmann) O. Schwarz",fewflower spikerush
"ELRO",,"Eleocharis robbinsii Oakes",Robbins' spikerush
"ELRO2",,"Eleocharis rostellata (Torr.) Torr.",beaked spikerush
"ELTE",,"Eleocharis tenuis (Willd.) Schult.",slender spikerush
"ELTET",,"Eleocharis tenuis (Willd.) Schult. var. tenuis ",slender spikerush
"ELTR5",,"Eleocharis tricostata Torr.",three-angle spikerush
"ELTU",,"Eleocharis tuberculosa (Michx.) Roem. & Schult.",cone-cup spikerush
"ELUN",,"Eleocharis uniglumis (Link) Schult.",onescale spikerush
"ELIN3",,"Eleusine indica (L.) Gaertn.",Indian goosegrass
"ELPE6",,"Eleutherococcus pentaphyllus (Siebold & Zucc.) Nakai",ginseng
"ELNY",,"Ellisia nyctelea (L.) L.",Aunt Lucy
"ELCA7",,"Elodea canadensis Michx.",Canadian waterweed
"ELNU2",,"Elodea nuttallii (Planch.) H. St. John",western waterweed
"ELCI",,"Elsholtzia ciliata (Thunb.) Hyl.",crested latesummer mint
"ELCA4",,"Elymus canadensis L.",Canada wildrye
"ELGL3",,"Elymus glabriflorus (Vasey ex L.H. Dewey) Scribn. & C.R. Ball",southeastern wildrye
"ELHY",,"Elymus hystrix L.",eastern bottlebrush grass
"ELHYB",,"Elymus hystrix L. var. bigeloviana (Fernald) Bowden",eastern bottlebrush grass
"ELHYH",,"Elymus hystrix L. var. hystrix ",eastern bottlebrush grass
"ELMA",,"Elymus macgregorii R. Brooks & J.J.N. Campb.",early wildrye
"ELRE4",,"Elymus repens (L.) Gould",quackgrass
"ELRI",,"Elymus riparius Wiegand",riverbank wildrye
"ELSU",,"Elymus submuticus (Hook.) Smyth & Smyth",Virginia wildrye
"ELTR7",,"Elymus trachycaulus (Link) Gould ex Shinners",slender wheatgrass
"ELTRS",,"Elymus trachycaulus (Link) Gould ex Shinners ssp. subsecundus (Link) Á. Löve & D. Löve",slender wheatgrass
"ELTRT",,"Elymus trachycaulus (Link) Gould ex Shinners ssp. trachycaulus ",slender wheatgrass
"ELVI",,"Elymus villosus Muhl. ex Willd.",hairy wildrye
"ELVI3",,"Elymus virginicus L.",Virginia wildrye
"ELVIH",,"Elymus virginicus L. var. halophilus (E.P. Bicknell) Wiegand",Virginia wildrye
"ELVIV",,"Elymus virginicus L. var. virginicus ",Virginia wildrye
"ELWI",,"Elymus wiegandii Fernald",Wiegand's wildrye
"EMSP",,"Emex spinosa (L.) Campd.",spiny threecornerjack
"EPVI2",,"Epifagus virginiana (L.) W.P.C. Barton",beechdrops
"EPRE2",,"Epigaea repens L.",trailing arbutus
"EPCI",,"Epilobium ciliatum Raf.",fringed willowherb
"EPCIC",,"Epilobium ciliatum Raf. ssp. ciliatum ",fringed willowherb
"EPCO",,"Epilobium coloratum Biehler",purpleleaf willowherb
"EPHI",,"Epilobium hirsutum L.",codlins and cream
"EPLE2",,"Epilobium leptophyllum Raf.",bog willowherb
"EPPA",,"Epilobium palustre L.",marsh willowherb
"EPST",,"Epilobium strictum Muhl. ex Spreng.",downy willowherb
"EPYO",,"Epimedium ×youngianum Fisch. & C.A. Mey. (pro sp.) [diphyllum × grandiflorum]",epimedium
"EPHE",,"Epipactis helleborine (L.) Crantz",broadleaf helleborine
"EQFE",,"Equisetum ×ferrissii Clute (pro sp.) [hyemale × laevigatum]",
"EQLI",,"Equisetum ×litorale Kühlewein ex Rupr. (pro sp.) [arvense × fluviatile]",horsetail
"EQMA",,"Equisetum ×mackaii (Newm.) Brichan [hyemale × variegatum]",horsetail
"EQAR",,"Equisetum arvense L.",field horsetail
"EQFL",,"Equisetum fluviatile L.",water horsetail
"EQHY",,"Equisetum hyemale L.",scouringrush horsetail
"EQHYA",,"Equisetum hyemale L. var. affine (Engelm.) A.A. Eaton",scouringrush horsetail
"EQPA",,"Equisetum palustre L.",marsh horsetail
"EQPR",,"Equisetum pratense Ehrh.",meadow horsetail
"EQSC",,"Equisetum scirpoides Michx.",dwarf scouringrush
"EQSY",,"Equisetum sylvaticum L.",woodland horsetail
"EQVA",,"Equisetum variegatum Schleich. ex F. Weber & D. Mohr",variegated scouringrush
"EQVAV",,"Equisetum variegatum Schleich. ex F. Weber & D. Mohr var. variegatum ",variegated scouringrush
"ERBA2",,"Eragrostis barrelieri Daveau",Mediterranean lovegrass
"ERCA",,"Eragrostis capillaris (L.) Nees",lace grass
"ERCI",,"Eragrostis cilianensis (All.) Vign. ex Janchen",stinkgrass
"ERCU2",,"Eragrostis curvula (Schrad.) Nees",weeping lovegrass
"ERFR",,"Eragrostis frankii C.A. Mey. ex Steud.",sandbar lovegrass
"ERHI",,"Eragrostis hirsuta (Michx.) Nees",bigtop lovegrass
"ERHY",,"Eragrostis hypnoides (Lam.) Britton, Sterns & Poggenb.",teal lovegrass
"ERIN",,"Eragrostis intermedia Hitchc.",plains lovegrass
"ERME",,"Eragrostis mexicana (Hornem.) Link",Mexican lovegrass
"ERMEV",,"Eragrostis mexicana (Hornem.) Link ssp. virescens (J. Presl) S.D. Koch & Sánchez Vega",Mexican lovegrass
"ERMI5",,"Eragrostis minor Host",little lovegrass
"ERPE",,"Eragrostis pectinacea (Michx.) Nees ex Steud.",tufted lovegrass
"ERPEP2",,"Eragrostis pectinacea (Michx.) Nees ex Steud. var. pectinacea ",tufted lovegrass
"ERPI2",,"Eragrostis pilosa (L.) P. Beauv.",Indian lovegrass
"ERSP",,"Eragrostis spectabilis (Pursh) Steud.",purple lovegrass
"ERHI12",,"Erechtites hieraciifolius (L.) Raf. ex DC.",American burnweed
"ERHIH2",,"Erechtites hieraciifolius (L.) Raf. ex DC. var. hieraciifolius ",American burnweed
"ERHIM2",,"Erechtites hieraciifolius (L.) Raf. ex DC. var. megalocarpus (Fernald) Cronquist",American burnweed
"EROP",,"Eremochloa ophiuroides (Munro) Hack.",centipede grass
"ERCI3",,"Erica cinerea L.",Scotch heath
"ERTE4",,"Erica tetralix L.",crossleaf heath
"ERVA2",,"Erica vagans L.",Cornish heath
"ERAN",,"Erigeron annuus (L.) Pers.",eastern daisy fleabane
"ERPH",,"Erigeron philadelphicus L.",Philadelphia fleabane
"ERPHP",,"Erigeron philadelphicus L. var. philadelphicus ",Philadelphia fleabane
"ERPU",,"Erigeron pulchellus Michx.",robin's plantain
"ERPUP",,"Erigeron pulchellus Michx. var. pulchellus ",robin's plantain
"ERST3",,"Erigeron strigosus Muhl. ex Willd.",prairie fleabane
"ERSTB",,"Erigeron strigosus Muhl. ex Willd. var. beyrichii (Fisch. & C.A. Mey.) Torr. & A. Gray ex A. Gray",Beyrich's fleabane
"ERSTS",,"Erigeron strigosus Muhl. ex Willd. var. septentrionalis (Fernald & Wiegand) Fernald",prairie fleabane
"ERSTS2",,"Erigeron strigosus Muhl. ex Willd. var. strigosus ",prairie fleabane
"ERAQ2",,"Eriocaulon aquaticum (Hill) Druce",sevenangle pipewort
"ERPA4",,"Eriocaulon parkeri B.L. Rob.",estuary pipewort
"ERGR8",,"Eriophorum gracile W.D.J. Koch",slender cottongrass
"ERGRG2",,"Eriophorum gracile W.D.J. Koch var. gracile ",slender cottongrass
"ERTE12",,"Eriophorum tenellum Nutt.",fewnerved cottongrass
"ERVA4",,"Eriophorum vaginatum L.",tussock cottongrass
"ERVAS",,"Eriophorum vaginatum L. var. spissum (Fernald) B. Boivin",tussock cottongrass
"ERVI8",,"Eriophorum virginicum L.",tawny cottongrass
"ERVI9",,"Eriophorum viridicarinatum (Engelm.) Fernald",thinleaf cottonsedge
"ERBO",,"Erodium botrys (Cav.) Bertol.",longbeak stork's bill
"ERCI9",,"Erodium ciconium (L.) L'Hér. ex Aiton",common stork's bill
"ERCI6",,"Erodium cicutarium (L.) L'Hér. ex Aiton",redstem stork's bill
"ERCIC",,"Erodium cicutarium (L.) L'Hér. ex Aiton ssp. cicutarium ",redstem stork's bill
"ERCY2",,"Erodium cygnorum Nees",Australian stork's bill
"ERLA18",,"Erodium laciniatum (Cav.) Willd.",cutleaf stork's bill
"ERLAB",,"Erodium laciniatum (Cav.) Willd. var. bovei (Delile) Murbeck",cutleaf stork's bill
"ERMA6",,"Erodium malacoides (L.) L'Hér. ex Aiton",Mediterranean stork's bill
"ERMO7",,"Erodium moschatum (L.) L'Hér. ex Aiton",musky stork's bill
"ERMOP",,"Erodium moschatum (L.) L'Hér. ex Aiton var. praecox Lange",musky stork's bill
"ERST6",,"Erodium stephenianum Willd.",Stephen's stork's bill
"ERVE5",,"Eruca vesicaria (L.) Cav.",rocketsalad
"ERVES",,"Eruca vesicaria (L.) Cav. ssp. sativa (Mill.) Thell.",rocketsalad
"ERGA",,"Erucastrum gallicum (Willd.) O.E. Schulz",common dogmustard
"ERPL5",,"Eryngium planum L.",plains eryngo
"ERCH9",,"Erysimum cheiranthoides L.",wormseed wallflower
"ERHI8",,"Erysimum hieraciifolium L.",European wallflower
"ERIN7",,"Erysimum inconspicuum (S. Watson) MacMill.",shy wallflower
"ERINI6",,"Erysimum inconspicuum (S. Watson) MacMill. var. inconspicuum ",shy wallflower
"EROD2",,"Erysimum odoratum Ehrh.",smelly wallflower
"ERRE4",,"Erysimum repandum L.",spreading wallflower
"ERAM5",,"Erythronium americanum Ker Gawl.",dogtooth violet
"ERAMA2",,"Erythronium americanum Ker Gawl. ssp. americanum ",dogtooth violet
"ESCA2",,"Eschscholzia californica Cham.",California poppy
"ESCAC",,"Eschscholzia californica Cham. ssp. californica ",California poppy
"EURA14",,"Eubotrys racemosus (L.) Nutt.",swamp doghobble
"EUIN12",,"Euchiton involucratus (G. Forst.) Holub",Common cudweed
"EUSY",,"Euclidium syriacum (L.) W.T. Aiton",Syrian mustard
"EUAL13",,"Euonymus alatus (Thunb.) Siebold",burningbush
"EUALA2",,"Euonymus alatus (Thunb.) Siebold var. alatus ",burningbush
"EUAT5",,"Euonymus atropurpureus Jacq.",burningbush
"EUATA2",,"Euonymus atropurpureus Jacq. var. atropurpureus ",eastern wahoo
"EUEU7",,"Euonymus europaeus L.",European spindletree
"EUFO5",,"Euonymus fortunei (Turcz.) Hand.-Maz.",winter creeper
"EUFOF",,"Euonymus fortunei (Turcz.) Hand.-Maz. var. fortunei ",winter creeper
"EUFOR2",,"Euonymus fortunei (Turcz.) Hand.-Maz. var. radicans (Siebold ex Miq.) Rehder",winter creeper
"EUPH6",,"Euonymus phellomanus Loes.",corktree
"EUAL3",,"Eupatorium altissimum L.",tall thoroughwort
"EUCA5",,"Eupatorium capillifolium (Lam.) Small",dogfennel
"EUHY",,"Eupatorium hyssopifolium L.",hyssopleaf thoroughwort
"EUHYC",,"Eupatorium hyssopifolium L. var. calcaratum Fernald & B.G. Schub.",hyssopleaf thoroughwort
"EUNO",,"Eupatorium novae-angliae (Fernald ) V.I. Sullivan ex A. Haines & Sorrie",New England justiceweed
"EUPE3",,"Eupatorium perfoliatum L.",common boneset
"EUPEC",,"Eupatorium perfoliatum L. var. colpophilum Fernald & Grisc.",common boneset
"EUPEP",,"Eupatorium perfoliatum L. var. perfoliatum ",common boneset
"EUPI2",,"Eupatorium pilosum Walter",rough boneset
"EURO4",,"Eupatorium rotundifolium L.",roundleaf thoroughwort
"EUROO",,"Eupatorium rotundifolium L. var. ovatum (Bigelow) Torr.",roundleaf thoroughwort
"EUSE2",,"Eupatorium serotinum Michx.",lateflowering thoroughwort
"EUSE3",,"Eupatorium sessilifolium L.",upland boneset
"EUSEB",,"Eupatorium sessilifolium L. var. brittonianum Porter",upland boneset
"EUSES",,"Eupatorium sessilifolium L. var. sessilifolium ",upland boneset
"EUCO10",,"Euphorbia corollata L.",flowering spurge
"EUCY2",,"Euphorbia cyparissias L.",cypress spurge
"EUDA5",,"Euphorbia davidii Subils",David's spurge
"EUDE4",,"Euphorbia dentata Michx.",toothed spurge
"EUES",,"Euphorbia esula L.",leafy spurge
"EUESE",,"Euphorbia esula L. var. esula ",leafy spurge
"EUHE2",,"Euphorbia helioscopia L.",madwoman's milk
"EULA4",,"Euphorbia lathyris L.",moleplant
"EUMA8",,"Euphorbia marginata Pursh",snow on the mountain
"EUPE6",,"Euphorbia peplus L.",petty spurge
"EUPL",,"Euphorbia platyphyllos L.",broadleaf spurge
"EUMI10",,"Euphrasia micrantha Rchb.",northern eyebright
"EUNE3",,"Euphrasia nemorosa (Pers.) Wallr.",common eyebright
"EUST7",,"Euphrasia stricta D. Wolff ex J.F. Lehm.",drug eyebright
"EUHE9",,"Eurybia ×herveyi (A. Gray) G.L. Nesom [macrophylla × spectabilis]",aster
"EUDI16",,"Eurybia divaricata (L.) G.L. Nesom",white wood aster
"EUMA27",,"Eurybia macrophylla (L.) Cass.",bigleaf aster
"EURA10",,"Eurybia radula (Aiton) G.L. Nesom",low rough aster
"EUSC5",,"Eurybia schreberi (Nees) Nees",Schreber's aster
"EUSP3",,"Eurybia spectabilis (Aiton) G.L. Nesom",eastern showy aster
"EUCA26",,"Euthamia caroliniana (L.) Greene ex Porter & Britton",slender goldentop
"EUGR5",,"Euthamia graminifolia (L.) Nutt.",flat-top goldentop
"EUGRG",,"Euthamia graminifolia (L.) Nutt. var. graminifolia ",flat-top goldentop
"EUDU6",,"Eutrochium dubium (Willd. ex Poir.) E.E. Lamont",coastal plain joe pye weed
"EUFI14",,"Eutrochium fistulosum (Barratt) E.E. Lamont",trumpetweed
"EUMA9",,"Eutrochium maculatum (L.) E.E. Lamont",spotted joe pye weed
"EUMAM4",,"Eutrochium maculatum (L.) E.E. Lamont var. maculatum ",spotted joe pye weed
"EUPU21",,"Eutrochium purpureum (L.) E.E. Lamont",sweetscented joe pye weed
"EUPUP4",,"Eutrochium purpureum (L.) E.E. Lamont var. purpureum ",sweetscented joe pye weed
"EXRA",,"Exochorda racemosa (Lindl.) Rehder",common pearlbrush
"FAES2",,"Fagopyrum esculentum Moench",buckwheat
"FATA",,"Fagopyrum tataricum (L.) Gaertn.",Tartary buckwheat
"FAGR",,"Fagus grandifolia Ehrh.",American beech
"FASY",,"Fagus sylvatica L.",European beech
"FAVU",,"Falcaria vulgaris Bernh.",sickleweed
"FEBR7",,"Festuca brevipila Tracey",hard fescue
"FEFI",,"Festuca filiformis Pourr.",fineleaf sheep fescue
"FEHE2",,"Festuca heteromalla Pourr.",varioushair fescue
"FEOV",,"Festuca ovina L.",sheep fescue
"FERU2",,"Festuca rubra L.",red fescue
"FERUF3",,"Festuca rubra L. ssp. fallax (Thuill.) Nyman",Chewing's fescue
"FERUR2",,"Festuca rubra L. ssp. rubra ",red fescue
"FESU3",,"Festuca subverticillata (Pers.) Alexeev",nodding fescue
"FICA",,"Ficus carica L.",edible fig
"FIVU2",,"Filago vulgaris Lam.",common cottonrose
"FIRU2",,"Filipendula rubra (Hill) B.L. Rob.",queen of the prairie
"FIUL",,"Filipendula ulmaria (L.) Maxim.",queen of the meadow
"FIULU",,"Filipendula ulmaria (L.) Maxim. ssp. ulmaria ",queen of the meadow
"FIVU",,"Filipendula vulgaris Moench",dropwort
"FIAU2",,"Fimbristylis autumnalis (L.) Roem. & Schult.",slender fimbry
"FLTR",,"Flaveria trinervia (Spreng.) C. Mohr",clustered yellowtops
"FLPR",,"Floerkea proserpinacoides Willd.",false mermaidweed
"FOVU",,"Foeniculum vulgare Mill.",sweet fennel
"FOSU",,"Forsythia suspensa (Thunb.) Vahl",weeping forsythia
"FOVI",,"Forsythia viridissima Lindl.",greenstem forsythia
"FRAN",,"Fragaria ×ananassa (Weston) Duchesne ex Rozier (pro sp.) [chiloensis × virginiana]",strawberry
"FRANA3",,"Fragaria ×ananassa (Weston) Duchesne ex Rozier ssp. ananassa ",strawberry
"FRVE",,"Fragaria vesca L.",woodland strawberry
"FRVEA2",,"Fragaria vesca L. ssp. americana (Porter) Staudt",woodland strawberry
"FRVEV",,"Fragaria vesca L. ssp. vesca ",woodland strawberry
"FRVI",,"Fragaria virginiana Duchesne",Virginia strawberry
"FRVIG2",,"Fragaria virginiana Duchesne ssp. glauca (S. Watson) Staudt",Virginia strawberry
"FRVIV",,"Fragaria virginiana Duchesne ssp. virginiana ",Virginia strawberry
"FRAL4",,"Frangula alnus Mill.",glossy buckthorn
"FRAM2",,"Fraxinus americana L.",white ash
"FREX80",,"Fraxinus excelsior L.",European ash
"FRNI",,"Fraxinus nigra Marshall",black ash
"FRPE",,"Fraxinus pennsylvanica Marshall",green ash
"FRGR3",,"Froelichia gracilis (Hook.) Moq.",slender snakecotton
"FUPU",,"Fuirena pumila (Torr.) Spreng.",dwarf umbrella-sedge
"FUOF",,"Fumaria officinalis L.",drug fumitory
"FUOFO",,"Fumaria officinalis L. ssp. officinalis ",drug fumitory
"GAAR",,"Gaillardia aristata Pursh",blanketflower
"GAPU",,"Gaillardia pulchella Foug.",Indian blanket
"GAPUP2",,"Gaillardia pulchella Foug. var. pulchella ",
"GANI",,"Galanthus nivalis L.",snowdrop
"GAUR2",,"Galax urceolata (Poir.) Brummitt",beetleweed
"GASP5",,"Galearis spectabilis (L.) Raf.",showy orchid
"GAOF",,"Galega officinalis L.",professor-weed
"GABI3",,"Galeopsis bifida Boenn.",splitlip hempnettle
"GALA",,"Galeopsis ladanum L.",red hempnettle
"GALAL",,"Galeopsis ladanum L. var. ladanum ",red hempnettle
"GALAL2",,"Galeopsis ladanum L. var. latifolia (Hoffm.) Wallr.",red hempnettle
"GATE2",,"Galeopsis tetrahit L.",brittlestem hempnettle
"GATET2",,"Galeopsis tetrahit L. var. tetrahit ",brittlestem hempnettle
"GAPA2",,"Galinsoga parviflora Cav.",gallant soldier
"GAQU",,"Galinsoga quadriradiata Cav.",shaggy soldier
"GAPO3",,"Galium ×pomeranicum Retz. [album × verum]",bedstraw
"GAAL",,"Galium album Mill.",white bedstraw
"GAAP2",,"Galium aparine L.",stickywilly
"GAAS2",,"Galium asprellum Michx.",rough bedstraw
"GABO2",,"Galium boreale L.",northern bedstraw
"GABR6",,"Galium brevipes Fernald & Wiegand",limestone swamp bedstraw
"GACI2",,"Galium circaezans Michx.",licorice bedstraw
"GACIC",,"Galium circaezans Michx. var. circaezans ",licorice bedstraw
"GACIH",,"Galium circaezans Michx. var. hypomalacum Fernald",licorice bedstraw
"GALA2",,"Galium labradoricum (Wiegand) Wiegand",northern bog bedstraw
"GALA3",,"Galium lanceolatum Torr.",lanceleaf wild licorice
"GAMO",,"Galium mollugo L.",false baby's breath
"GAOB",,"Galium obtusum Bigelow",bluntleaf bedstraw
"GAOBO",,"Galium obtusum Bigelow ssp. obtusum ",bluntleaf bedstraw
"GAOD3",,"Galium odoratum (L.) Scop.",sweetscented bedstraw
"GAPA3",,"Galium palustre L.",common marsh bedstraw
"GAPI2",,"Galium pilosum Aiton",hairy bedstraw
"GAPIP3",,"Galium pilosum Aiton var. pilosum ",hairy bedstraw
"GASY",,"Galium sylvaticum L.",Scotch mist
"GATI",,"Galium tinctorium (L.) Scop.",stiff marsh bedstraw
